serotype	seq_col	closest_exp	min_distance
2	hDenV2/Colombia/un-Yale-DN02790/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02793/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02795/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02799/2024	1982.5	2.25
2	hDenV2/Colombia/un-Yale-DN02805/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02807/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02809/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02811/2024	1982.5	1.99
2	hDenV2/Colombia/un-Yale-DN02831/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02832/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02833/2024	2004.5_3	0.64
2	hDenV2/Colombia/un-Yale-DN02834/2024	2004.5_3	0.64
2	hDenV2/Colombia/un-Yale-DN02841/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02843/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02845/2024	2007.241	0.0
2	hDenV2/Colombia/un-Yale-DN02849/2024	2007.241	0.0
2	hDenV2/Colombia/un-Yale-DN02853/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02859/2024	2007.241	0.0
2	hDenV2/Colombia/un-Yale-DN02865/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02866/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02868/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02871/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02873/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02874/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02875/2024	2007.241	0.0
2	hDenV2/Colombia/un-Yale-DN02879/2024	1964.5	0.0
2	hDenV2/Colombia/un-Yale-DN02881/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02882/2024	2004.5_3	0.0
2	hDenV2/Colombia/un-Yale-DN02884/2024	2007.241	0.0
2	hDenV2/Colombia/un-Yale-DN02885/2024	2004.5_3	0.0
3	hDenV3/Colombia/ANT-UDS-0109587/2012	2002.025	0.64
3	hDenV3/Colombia/ANT-UDS-0221590/2013	2002.025	0.64
3	hDenV3/Colombia/ANT-UDS-0267594/2014	2002.025	0.64
3	hDenV3/Colombia/ANT-UDS-0671588/2012	2002.025	0.64
3	hDenV3/Colombia/ANT-UDS-0690589/2013	2002.025	0.64
3	hDenV3/Colombia/ANT-UDS-0751591/2013	2002.025	0.64
3	hDenV3/Colombia/ANT-UDS-0757593/2013	2002.025	0.64
3	hDenV3/Colombia/ANT-UDS-0758592/2013	2002.025	0.0
3	hDenV3/Colombia/ANT-UIDS-1080215/2015	2002.025	1.29
3	hDenV3/Colombia/CAS-INS-450397/2015	2002.025	1.2
3	hDenV3/Colombia/CAS-INS-458997/2015	2002.025	0.64
3	hDenV3/Colombia/CUN-UEB-007/2014	2002.025	0.29
3	hDenV3/Colombia/NSA-BROAD-0000016/2005	2014.71	0.0
3	hDenV3/Colombia/NSA-BROAD-0000017/2005	2002.025	0.64
3	hDenV3/Colombia/NSA-BROAD-0000018/2006	2002.025	0.64
3	hDenV3/Colombia/NSA-BROAD-0000026/2005	2014.71	0.0
3	hDenV3/Colombia/NSA-UIDS-291/2015	2002.025	0.93
3	hDenV3/Colombia/NSA-UIDS-292/2014	2002.025	0.1
3	hDenV3/Colombia/NSA-UIDS-293/2002	2002.025	0.64
3	hDenV3/Colombia/NSA-UIDS-294/2002	2002.025	0.64
3	hDenV3/Colombia/NSA-UIDS-295/2002	2002.025	0.64
3	hDenV3/Colombia/NSA-UIDS-296/2003	2002.025	0.64
3	hDenV3/Colombia/NSA-UIDS-297/2003	2002.025	0.64
3	hDenV3/Colombia/NSA-UIDS-298/2003	2002.025	0.64
3	hDenV3/Colombia/NSA-UIDS-299/2003	2002.025	0.64
3	hDenV3/Colombia/NSA-UIDS-300/2003	2002.025	0.64
3	hDenV3/Colombia/NSA-UIDS-301/2003	2002.025	0.64
3	hDenV3/Colombia/NSA-UIDS-302/2007	2002.025	0.64
3	hDenV3/Colombia/NSA-UIDS-303/2007	2002.025	0.9
3	hDenV3/Colombia/NSA-UIDS-304/2007	2002.025	0.64
3	hDenV3/Colombia/NSA-UIDS-305/2008	2013.504	0.64
3	hDenV3/Colombia/NSA-UIDS-306/2009	2002.025	0.64
3	hDenV3/Colombia/NSA-UIDS-307/2009	2002.025	0.64
3	hDenV3/Colombia/NSA-UIDS-308/2009	2002.025	0.64
3	hDenV3/Colombia/NSA-UIDS-309/2010	2002.025	0.64
3	hDenV3/Colombia/NSA-UIDS-310/2010	2002.025	0.64
3	hDenV3/Colombia/NSA-UIDS-311/2010	2002.025	0.64
3	hDenV3/Colombia/NSA-UIDS-312/2010	2002.025	0.64
3	hDenV3/Colombia/NSA-UIDS-313/2010	2002.025	0.64
3	hDenV3/Colombia/NSA-UIDS-314/2010	2015.288	0.64
3	hDenV3/Colombia/NSA-UIDS-315/2010	2002.025	0.64
3	hDenV3/Colombia/NSA-UIDS-316/2010	2015.288	0.64
3	hDenV3/Colombia/NSA-UIDS-317/2010	2002.025	0.64
3	hDenV3/Colombia/NSA-UIDS-318/2010	2002.025	0.64
3	hDenV3/Colombia/NSA-UIDS-319/2010	2002.025	0.64
3	hDenV3/Colombia/NSA-UIDS-561/2015	2002.025	1.53
3	hDenV3/Colombia/NSA-UIDS-562/2015	2002.025	0.64
3	hDenV3/Colombia/NSA-UIDS-563/2014	2002.025	1.32
3	hDenV3/Colombia/NSA-UIDS-564/2014	2002.025	0.64
3	hDenV3/Colombia/RIS-INS-449326/2015	2002.025	0.0
3	hDenV3/Colombia/RIS-INS-449499/2015	2002.025	0.64
3	hDenV3/Colombia/RIS-INS-449683/2015	2002.025	0.0
3	hDenV3/Colombia/RIS-INS-449959/2015	2002.025	0.64
3	hDenV3/Colombia/RIS-INS-459860/2016	2002.025	0.0
3	hDenV3/Colombia/RIS-INS-476944/2016	2002.025	0.64
3	hDenV3/Colombia/RIS-INS-483948/2016	2002.025	0.0
3	hDenV3/Colombia/SAN-BROAD-0000034/2003	2015.288	0.64
3	hDenV3/Colombia/SAN-BROAD-0000035/2003	2002.025	1.28
3	hDenV3/Colombia/SAN-BROAD-0000038/2007	2002.025	0.9
3	hDenV3/Colombia/SAN-BROAD-0000040/2004	2002.025	0.64
3	hDenV3/Colombia/SAN-BROAD-0000042/2003	2015.288	0.64
3	hDenV3/Colombia/SAN-BROAD-0000043/2007	2002.025	0.64
3	hDenV3/Colombia/SAN-BROAD-0000045/2004	2002.025	0.64
3	hDenV3/Colombia/SAN-BROAD-0000049/2002	2002.025	0.64
3	hDenV3/Colombia/SAN-BROAD-0000052/2001	2002.025	0.64
3	hDenV3/Colombia/SAN-BROAD-0000054/2003	2002.025	0.64
3	hDenV3/Colombia/SAN-BROAD-0000057/2003	2002.025	0.64
3	hDenV3/Colombia/SAN-BROAD-0000059/2003	2002.025	0.64
3	hDenV3/Colombia/SAN-BROAD-2978/2001	2002.025	0.64
3	hDenV3/Colombia/SAN-BROAD-3012/2001	2002.025	0.64
3	hDenV3/Colombia/SAN-UIS-0000038/2016	2002.025	1.22
3	hDenV3/Colombia/SAN-UIS-0000044/2016	2002.025	1.22
3	hDenV3/Colombia/SAN-UIS-0000045/2016	2002.025	0.0
3	hDenV3/Colombia/SAN-UIS-0000049/2016	2002.025	0.64
3	hDenV3/Colombia/SAN-UIS-0000053/2014	2002.025	1.32
3	hDenV3/Colombia/SUC-UDS-Cz08584/2013	2015.288	1.71
3	hDenV3/Colombia/SUC-UDS-Cz19583/2013	2015.288	1.71
3	hDenV3/Colombia/SUC-UDS-Si36585/2013	2013.51	1.45
3	hDenV3/Colombia/VAC-LSPVAC-05877-VI/2023	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-06323-VI/2023	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-06340-VI/2023	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-06427-VI/2023	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-06515-VI/2023	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-06576-VI/2023	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-08356-2-VI/2023	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-08627-2-VI/2023	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-08706-2-VI/2023	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-08766-2-VI/2023	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-08909-2-VI/2023	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-20240920-1033-VIG/2024	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-2306512/2023	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-2306514/2023	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-2306902/2023	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-2400189/2024	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-2401605/2024	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-2401928/2024	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-2402565/2024	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-2402603/2024	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-2402864/2024	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-2404366/2024	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-2404622/2024	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-2404889/2024	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-2405830/2024	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-2405862-VI/2024	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-2406948-VI/2024	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-2406989-VI/2024	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-2407187-VI/2024	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-2407349-VI/2024	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-2407446-VI/2024	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-2407449-VI/2024	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-2407697-VI/2024	2002.025	0.64
3	hDenV3/Colombia/VAC-LSPVAC-2407990-VI/2024	2002.025	0.64
3	hDenV3/Colombia/un-CDC-029/2007	2002.025	0.9
3	hDenV3/Colombia/un-CIET-00002/2001	2002.025	0.64
3	hDenV3/Colombia/un-CIET-00003/2001	2002.025	0.64
3	hDenV3/Colombia/un-CIET-00004/2002	2002.025	0.64
3	hDenV3/Colombia/un-CIET-00005/2003	2002.025	0.64
3	hDenV3/Colombia/un-CIET-00006/2003	2002.025	1.28
3	hDenV3/Colombia/un-CIET-00007/2003	2002.025	0.64
3	hDenV3/Colombia/un-CIET-00008/2003	2002.025	0.64
3	hDenV3/Colombia/un-CIET-00009/2003	2002.025	0.64
3	hDenV3/Colombia/un-CIET-00010/2003	2015.288	0.64
3	hDenV3/Colombia/un-CIET-00011/2004	2002.025	0.64
3	hDenV3/Colombia/un-CIET-00012/2004	2002.025	0.64
3	hDenV3/Colombia/un-CIET-00013/2004	2002.025	0.64
3	hDenV3/Colombia/un-CIET-00014/2005	2014.71	0.0
3	hDenV3/Colombia/un-CIET-00015/2006	2002.025	0.64
3	hDenV3/Colombia/un-CIET-00016/2006	2002.025	0.64
3	hDenV3/Colombia/un-CIET-00017/2007	2002.025	0.64
3	hDenV3/Colombia/un-CIET-00018/2007	2002.025	1.36
3	hDenV3/Colombia/un-CIET-00019/2004	2002.025	0.93
3	hDenV3/Colombia/un-CIET-00020/2005	2002.025	0.64
3	hDenV3/Colombia/un-CIET-00022/2002	2002.025	0.64
3	hDenV3/Colombia/un-CIET-00023/2006	2014.71	0.0
3	hDenV3/Colombia/un-CNIH-449335/2015	2002.025	0.0
3	hDenV3/Colombia/un-CNIH-449686/2015	2002.025	0.64
3	hDenV3/Colombia/un-CNIH-449982/2015	2002.025	0.64
3	hDenV3/Colombia/un-CNIH-476947/2016	2002.025	0.0
3	hDenV3/Colombia/un-FNSP-110490373/2003	2002.025	0.64
3	hDenV3/Colombia/un-FNSP-158590270/2002	2002.025	0.64
3	hDenV3/Colombia/un-FNSP-164070271/2002	2014.71	0.0
3	hDenV3/Colombia/un-FNSP-182060578/2005	2002.025	0.64
3	hDenV3/Colombia/un-FNSP-223790472/2004	2002.025	0.64
3	hDenV3/Colombia/un-FNSP-312330474/2004	2002.025	0.64
3	hDenV3/Colombia/un-FNSP-34190768/2007	2014.71	0.0
3	hDenV3/Colombia/un-FNSP-34540776/2007	2002.025	0.64
3	hDenV3/Colombia/un-FNSP-38320677/2006	2002.025	0.64
3	hDenV3/Colombia/un-FNSP-49430675/2006	2002.025	0.64
3	hDenV3/Colombia/un-FNSP-52920369/2003	2014.71	0.0
3	hDenV3/Colombia/un-HCB-3123670/2016	2002.025	0.0
3	hDenV3/Colombia/un-INS-449241/2015	2002.025	0.64
3	hDenV3/Colombia/un-INS-449255/2015	2002.025	0.0
3	hDenV3/Colombia/un-INS-449334/2015	2002.025	0.64
3	hDenV3/Colombia/un-INS-484832/2016	2002.025	0.74
3	hDenV3/Colombia/un-OUCRU-0000001/2013	2002.025	0.58
3	hDenV3/Colombia/un-OUCRU-0000002/2012	2002.025	0.79
3	hDenV3/Colombia/un-OUCRU-0000004/2013	2002.025	0.58
3	hDenV3/Colombia/un-OUCRU-0000007/2013	2002.025	0.58
3	hDenV3/Colombia/un-OUCRU-0000009/2013	2002.025	0.64
3	hDenV3/Colombia/un-OUCRU-0000013/2013	2002.025	0.58
3	hDenV3/Colombia/un-OUCRU-0000017/2012	2002.025	0.58
3	hDenV3/Colombia/un-OUCRU-0000018/2012	2002.025	0.58
3	hDenV3/Colombia/un-OUCRU-0000019/2013	2002.025	0.0
3	hDenV3/Colombia/un-OUCRU-0000020/2013	2002.025	0.0
3	hDenV3/Colombia/un-OUCRU-0000021/2012	2002.025	0.58
3	hDenV3/Colombia/un-OUCRU-0000022/2012	2002.025	0.0
3	hDenV3/Colombia/un-OUCRU-0000024/2013	2002.025	0.0
3	hDenV3/Colombia/un-OUCRU-0000025/2012	2002.025	0.58
3	hDenV3/Colombia/un-OUCRU-0000026/2013	2002.025	0.58
3	hDenV3/Colombia/un-OUCRU-0000027/2013	2002.025	0.58
3	hDenV3/Colombia/un-OUCRU-0000028/2013	2002.025	0.58
3	hDenV3/Colombia/un-OUCRU-0000030/2012	2002.025	0.58
3	hDenV3/Colombia/un-OUCRU-0000032/2013	2002.025	0.58
3	hDenV3/Colombia/un-OUCRU-0000033/2013	2002.025	0.58
3	hDenV3/Colombia/un-OUCRU-0000034/2012	2002.025	0.58
3	hDenV3/Colombia/un-OUCRU-0000035/2013	2002.025	1.43
3	hDenV3/Colombia/un-OUCRU-0000036/2013	2002.025	0.58
3	hDenV3/Colombia/un-OUCRU-0000037/2012	2002.025	0.0
3	hDenV3/Colombia/un-OUCRU-0000038/2013	2002.025	0.58
3	hDenV3/Colombia/un-OUCRU-0000039/2012	2002.025	0.0
3	hDenV3/Colombia/un-OUCRU-0000041/2012	2002.025	0.58
3	hDenV3/Colombia/un-OUCRU-0000054/2013	2002.025	1.22
3	hDenV3/Colombia/un-OUCRU-0000055/2013	2002.025	1.22
3	hDenV3/Colombia/un-OUCRU-0000056/2013	2002.025	1.22
3	hDenV3/Colombia/un-OUCRU-0000057/2013	2002.025	1.22
3	hDenV3/Colombia/un-OUCRU-0000059/2013	2002.025	0.64
3	hDenV3/Colombia/un-OUCRU-0000079/2013	2002.025	1.22
3	hDenV3/Colombia/un-OUCRU-0000082/2013	2002.025	0.46
3	hDenV3/Colombia/un-OUCRU-0000083/2013	2002.025	0.0
3	hDenV3/Colombia/un-OUCRU-0000084/2013	2002.025	0.58
3	hDenV3/Colombia/un-OUCRU-0000089/2012	2002.025	0.58
3	hDenV3/Colombia/un-OUCRU-0000099/2012	2002.025	0.58
3	hDenV3/Colombia/un-OUCRU-0000100/2013	2002.025	0.58
3	hDenV3/Colombia/un-OUCRU-0000101/2013	2002.025	0.58
3	hDenV3/Colombia/un-OUCRU-0000102/2013	2002.025	1.22
3	hDenV3/Colombia/un-OUCRU-0000103/2012	2002.025	0.58
3	hDenV3/Colombia/un-OUCRU-0000105/2013	2002.025	0.58
3	hDenV3/Colombia/un-OUCRU-0000106/2013	2002.025	0.0
3	hDenV3/Colombia/un-OUCRU-0000108/2012	2002.025	1.22
3	hDenV3/Colombia/un-OUCRU-0000110/2013	2002.025	0.64
3	hDenV3/Colombia/un-OUCRU-0000111/2013	2002.025	0.0
3	hDenV3/Colombia/un-OUCRU-0000112/2013	2002.025	1.51
3	hDenV3/Colombia/un-OUCRU-30121/2012	2002.025	1.51
3	hDenV3/Colombia/un-OUCRU-301222/2013	2002.025	0.58
3	hDenV3/Colombia/un-OUCRU-603/2012	2002.025	1.51
3	hDenV3/Colombia/un-OUCRU-605/2013	2002.025	0.58
3	hDenV3/Colombia/un-UIS-0000001/2014	2002.025	1.77
3	hDenV3/Colombia/un-UIS-0000002/2015	2002.025	0.29
3	hDenV3/Colombia/un-UWM-12363/2005	2002.025	0.64
3	hDenV3/Colombia/un-UWM-2731/2007	2002.025	0.64
3	hDenV3/Colombia/un-UWM-2754/2007	2002.025	0.64
3	hDenV3/Colombia/un-UWM-2836/2003	2002.025	0.64
3	hDenV3/Colombia/un-UWM-28888/2006	2014.71	0.0
3	hDenV3/Colombia/un-UWM-5379/2003	2014.71	0.0
3	hDenV3/Colombia/un-UWM-5952/2003	2014.71	0.0
3	hDenV3/Colombia/un-UWM-6003/2007	2014.71	0.0
3	hDenV3/Colombia/un-UWM-7370/2006	2002.025	0.64
3	hDenV3/Colombia/un-UWM-JAC/2009	2002.025	0.0
3	hDenV3/Colombia/un-Yale-DH163/2003	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02322/2023	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02335/2023	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02341/2023	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02343/2023	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02344/2023	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02369/2023	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02374/2023	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02381/2023	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02396/2023	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02411/2023	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02415/2023	2002.025	2.19
3	hDenV3/Colombia/un-Yale-DN02422/2023	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02433/2023	2002.025	0.9
3	hDenV3/Colombia/un-Yale-DN02462/2023	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02464/2023	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02469/2023	2002.025	0.74
3	hDenV3/Colombia/un-Yale-DN02477/2024	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02502/2024	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02514/2024	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02539/2024	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02561/2024	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02564/2024	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02576/2024	2002.025	0.74
3	hDenV3/Colombia/un-Yale-DN02580/2024	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02581/2024	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02583/2024	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02586/2024	2002.025	0.74
3	hDenV3/Colombia/un-Yale-DN02694/2024	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02716/2024	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02760/2024	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02773/2024	2002.025	0.93
3	hDenV3/Colombia/un-Yale-DN02774/2024	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02780/2024	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02782/2024	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02783/2024	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02785/2024	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02798/2024	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02819/2024	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02824/2024	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02848/2024	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02850/2024	2002.025	0.64
3	hDenV3/Colombia/un-Yale-DN02852/2024	2002.025	0.64
4	hDenV4/Colombia/ANT-UDS-0179595/2013	1999.5	1.73
4	hDenV4/Colombia/ANT-UDS-0676596/2013	1999.5	1.73
4	hDenV4/Colombia/ANT-UDS-0678597/2013	1999.5	1.73
4	hDenV4/Colombia/ANT-UDS-0681598/2013	1999.5	1.73
4	hDenV4/Colombia/ANT-UDS-0728599/2013	1999.5	1.73
4	hDenV4/Colombia/ANT-UDS-0732600/2013	1999.5	1.73
4	hDenV4/Colombia/ANT-UDS-1723601/2013	1999.5	1.73
4	hDenV4/Colombia/CES-UR-P201080317/2015	1999.5	1.73
4	hDenV4/Colombia/CUN-UEB-032/2014	1999.5	1.44
4	hDenV4/Colombia/NSA-BROAD-0000022/2005	1999.5	1.73
4	hDenV4/Colombia/NSA-UIS-0000003/2005	1999.5	1.94
4	hDenV4/Colombia/NSA-UIS-0000004/2005	1999.5	1.94
4	hDenV4/Colombia/RIS-INS-426553/2013	1999.5	2.18
4	hDenV4/Colombia/SAN-BROAD-0000027/2001	1999.5	0.74
4	hDenV4/Colombia/SAN-BROAD-0000028/2001	1999.5	0.45
4	hDenV4/Colombia/SAN-BROAD-0000039/2001	1999.5	0.45
4	hDenV4/Colombia/SAN-BROAD-0000047/2004	1999.5	1.94
4	hDenV4/Colombia/SAN-BROAD-0000051/2004	1999.5	1.94
4	hDenV4/Colombia/SAN-BROAD-0000056/2001	1999.5	0.45
4	hDenV4/Colombia/SAN-UIS-0000021/2004	1999.5	1.73
4	hDenV4/Colombia/SAN-UIS-0000022/2001	1999.5	0.45
4	hDenV4/Colombia/SAN-UIS-0000024/2004	1999.5	0.45
4	hDenV4/Colombia/SAN-UIS-0000025/2004	1999.5	1.73
4	hDenV4/Colombia/SAN-UIS-0000026/2001	1999.5	1.32
4	hDenV4/Colombia/SAN-UIS-0000027/2001	1999.5	0.74
4	hDenV4/Colombia/SAN-UIS-0000035/2015	1999.5	0.0
4	hDenV4/Colombia/SAN-UIS-0000039/2016	1999.5	0.0
4	hDenV4/Colombia/SAN-UIS-0000042/2016	1999.5	1.73
4	hDenV4/Colombia/SAN-UR-F14100091/2014	1999.5	1.73
4	hDenV4/Colombia/SAN-UR-LV111117/2014	1999.5	1.73
4	hDenV4/Colombia/SAN-UR-LV121101/2010	1999.5	1.73
4	hDenV4/Colombia/SAN-UR-LV122006/2009	1999.5	1.73
4	hDenV4/Colombia/SAN-UR-LV141007/2010	1999.5	1.73
4	hDenV4/Colombia/SAN-UR-LV141010/2010	1999.5	1.73
4	hDenV4/Colombia/SAN-UR-LV141021/2010	1999.5	1.73
4	hDenV4/Colombia/SAN-UR-LV192075/2009	1999.5	1.73
4	hDenV4/Colombia/SAN-UR-P200120105/2015	1999.5	1.73
4	hDenV4/Colombia/SAN-UR-P202090076/2015	1999.5	1.73
4	hDenV4/Colombia/VAC-LSPVAC-2401630/2024	1999.5	1.73
4	hDenV4/Colombia/VAC-LSPVAC-2403871/2024	1999.5	1.73
4	hDenV4/Colombia/un-CDC-039/2006	1999.5	0.45
4	hDenV4/Colombia/un-INS-480579/2016	1999.5	1.73
4	hDenV4/Colombia/un-OUCRU-401211/2013	1999.5	1.73
4	hDenV4/Colombia/un-OUCRU-401213/2013	1999.5	1.73
4	hDenV4/Colombia/un-OUCRU-401215/2013	1999.5	1.96
4	hDenV4/Colombia/un-OUCRU-594/2013	1999.5	1.73
4	hDenV4/Colombia/un-OUCRU-595/2013	1999.5	1.73
4	hDenV4/Colombia/un-OUCRU-596/2013	1999.5	1.96
